,drug_a_name,drug_b_name,cell_line,synergy,fold
11178,CYCLOPHOSPHAMIDE,MK-2206,NCIH23,0.4155516289,4
11179,CYCLOPHOSPHAMIDE,MK-8776,NCIH23,-8.2077601478,4
11180,DASATINIB,ABT-888,NCIH23,1.8208274817,0
11182,DASATINIB,TOPOTECAN,NCIH23,-14.4883275315,1
11183,DASATINIB,MK-8776,NCIH23,47.5293307296,1
11184,DASATINIB,DINACICLIB,NCIH23,33.3064906562,2
11185,DASATINIB,SORAFENIB,NCIH23,25.3715193712,3
11186,DASATINIB,BEZ-235,NCIH23,58.2880445173,4
11187,DASATINIB,GELDANAMYCIN,NCIH23,33.6955339345,4
11188,DASATINIB,MK-8669,NCIH23,56.7522170092,4
11189,DASATINIB,SN-38,NCIH23,19.5079780824,4
11190,DEXAMETHASONE,MK-5108,NCIH23,4.8818678769,0
11192,DEXAMETHASONE,GELDANAMYCIN,NCIH23,-9.3781630327,1
11193,DEXAMETHASONE,MK-8669,NCIH23,19.7677527774,1
11194,DEXAMETHASONE,ABT-888,NCIH23,3.568581256,2
11195,DEXAMETHASONE,BEZ-235,NCIH23,17.9239723263,2
11196,DEXAMETHASONE,MK-4827,NCIH23,2.2347348496,2
11197,DEXAMETHASONE,BORTEZOMIB,NCIH23,-2.3219928681,3
11198,DEXAMETHASONE,DINACICLIB,NCIH23,6.5214914937,3
11199,DEXAMETHASONE,L778123,NCIH23,2.227162334,3
11200,DEXAMETHASONE,ZOLINZA,NCIH23,3.3725894084,3
11201,DEXAMETHASONE,AZD1775,NCIH23,2.8808238722,4
11202,DEXAMETHASONE,DASATINIB,NCIH23,3.0839119445,4
11203,DEXAMETHASONE,ERLOTINIB,NCIH23,-1.8241671119,4
11204,DEXAMETHASONE,LAPATINIB,NCIH23,5.8710821113,4
11205,DEXAMETHASONE,MK-2206,NCIH23,3.0703185711,4
11206,DEXAMETHASONE,MK-8776,NCIH23,-1.7931038018,4
11207,DEXAMETHASONE,PD325901,NCIH23,-8.8367281544,4
11208,DEXAMETHASONE,SORAFENIB,NCIH23,7.6661840655,4
11209,DEXAMETHASONE,SUNITINIB,NCIH23,7.6428346226,4
11210,DINACICLIB,MK-8776,NCIH23,-160.1475901579,1
11211,DOXORUBICIN,DINACICLIB,NCIH23,-15.2564890368,0
11212,DOXORUBICIN,GELDANAMYCIN,NCIH23,-23.6318948039,0
11213,DOXORUBICIN,L778123,NCIH23,-0.6339041499,0
11214,DOXORUBICIN,LAPATINIB,NCIH23,12.6810673653,0
11215,DOXORUBICIN,ZOLINZA,NCIH23,-2.4292770985,0
11216,DOXORUBICIN,ERLOTINIB,NCIH23,4.9069098552,1
11217,DOXORUBICIN,MK-2206,NCIH23,4.8120266701,1
11218,DOXORUBICIN,PD325901,NCIH23,2.6908858109,1
11219,DOXORUBICIN,SORAFENIB,NCIH23,-13.2686790186,1
11220,DOXORUBICIN,ABT-888,NCIH23,-1.0660142628,2
11222,DOXORUBICIN,AZD1775,NCIH23,-4.4136131694,3
11223,DOXORUBICIN,MK-4827,NCIH23,-2.9406062749,3
11224,DOXORUBICIN,MK-5108,NCIH23,2.4068821629,3
11225,DOXORUBICIN,MK-8669,NCIH23,-9.7204688711,3
11226,DOXORUBICIN,BEZ-235,NCIH23,-12.1639239352,4
11227,DOXORUBICIN,BORTEZOMIB,NCIH23,-12.7654293954,4
11228,DOXORUBICIN,DASATINIB,NCIH23,3.8106262476,4
11229,DOXORUBICIN,MK-8776,NCIH23,4.1495987613,4
11230,DOXORUBICIN,SUNITINIB,NCIH23,-15.5478895584,4
11231,ERLOTINIB,BEZ-235,NCIH23,30.3951784677,0
11232,ERLOTINIB,BORTEZOMIB,NCIH23,-6.601665315,0
11233,ERLOTINIB,DINACICLIB,NCIH23,14.234591082,0
11235,ERLOTINIB,SORAFENIB,NCIH23,3.9242097608,1
11236,ERLOTINIB,MK-8776,NCIH23,10.592521148,2
11237,ERLOTINIB,PD325901,NCIH23,6.8039544854,2
11238,ERLOTINIB,SN-38,NCIH23,53.2860015363,2
11239,ERLOTINIB,DASATINIB,NCIH23,21.8065178099,3
11240,ERLOTINIB,TOPOTECAN,NCIH23,29.7601054756,3
11241,ERLOTINIB,ABT-888,NCIH23,-4.7355478222,4
11242,ERLOTINIB,GELDANAMYCIN,NCIH23,0.0552461564,4
11243,ERLOTINIB,MK-8669,NCIH23,40.5840988372,4
11244,ETOPOSIDE,GELDANAMYCIN,NCIH23,-14.0874705108,0
11245,ETOPOSIDE,MK-8669,NCIH23,-146.94872222,0
11246,ETOPOSIDE,BORTEZOMIB,NCIH23,-11.2757762845,1
11247,ETOPOSIDE,DINACICLIB,NCIH23,-19.11703449,1
11248,ETOPOSIDE,SORAFENIB,NCIH23,-116.1653965143,1
11250,ETOPOSIDE,BEZ-235,NCIH23,-11.8079292671,2
11251,ETOPOSIDE,ERLOTINIB,NCIH23,-164.2668411604,2
11252,ETOPOSIDE,MK-2206,NCIH23,-168.9394511954,2
11253,ETOPOSIDE,MK-4827,NCIH23,-148.8888174973,2
11254,ETOPOSIDE,MK-8776,NCIH23,13.6469086387,2
11255,ETOPOSIDE,ZOLINZA,NCIH23,-2.4737330515,2
11256,ETOPOSIDE,ABT-888,NCIH23,-3.1199724443,3
11257,ETOPOSIDE,AZD1775,NCIH23,-147.6170917566,3
11258,ETOPOSIDE,SUNITINIB,NCIH23,-98.6274144607,3
11259,ETOPOSIDE,DASATINIB,NCIH23,-183.3295713388,4
11260,ETOPOSIDE,LAPATINIB,NCIH23,-167.5463502638,4
11261,ETOPOSIDE,MK-5108,NCIH23,15.0251948477,4
11262,ETOPOSIDE,PD325901,NCIH23,9.0392424355,4
11263,GELDANAMYCIN,SN-38,NCIH23,1.716218652,1
11264,GELDANAMYCIN,BEZ-235,NCIH23,2.7289266538,2
11265,GELDANAMYCIN,DINACICLIB,NCIH23,-12.4883335803,2
11267,GELDANAMYCIN,SORAFENIB,NCIH23,-0.3148139331,2
11268,GELDANAMYCIN,TOPOTECAN,NCIH23,-17.9764710057,3
11269,GELDANAMYCIN,MK-8776,NCIH23,-11.0168076515,4
11270,GEMCITABINE,ABT-888,NCIH23,-9.8072764169,0
11271,GEMCITABINE,BEZ-235,NCIH23,-12.8499499435,0
11272,GEMCITABINE,GELDANAMYCIN,NCIH23,-24.635214305,0
11273,GEMCITABINE,LAPATINIB,NCIH23,-6.5802982081,0
11274,GEMCITABINE,ERLOTINIB,NCIH23,-7.2014358906,1
11275,GEMCITABINE,MK-2206,NCIH23,-8.1833633686,1
11276,GEMCITABINE,PD325901,NCIH23,-4.7269604378,1
11277,GEMCITABINE,SORAFENIB,NCIH23,-13.3261752888,1
11278,GEMCITABINE,DASATINIB,NCIH23,-3.9870109148,2
11279,GEMCITABINE,MK-8669,NCIH23,-12.591560293,2
11280,GEMCITABINE,SUNITINIB,NCIH23,-8.3067137626,2
11282,GEMCITABINE,MK-8776,NCIH23,8.6775270317,2
11283,GEMCITABINE,DINACICLIB,NCIH23,-15.3662163051,3
11284,GEMCITABINE,MK-4827,NCIH23,-9.8585939215,3
11285,GEMCITABINE,AZD1775,NCIH23,2.43869387105,3
11286,GEMCITABINE,BORTEZOMIB,NCIH23,-12.8904963167,4
11287,GEMCITABINE,MK-5108,NCIH23,-6.3287337237,4
11288,L778123,BEZ-235,NCIH23,16.8465447098,0
11289,L778123,ERLOTINIB,NCIH23,12.2191719681,0
11290,L778123,GELDANAMYCIN,NCIH23,5.2589786454,0
11291,L778123,MK-2206,NCIH23,18.666915287,0
11292,L778123,MK-5108,NCIH23,-0.0141297056,0
11294,L778123,TOPOTECAN,NCIH23,15.458404014,0
11295,L778123,ABT-888,NCIH23,3.4910974245,1
11296,L778123,PD325901,NCIH23,12.2057432775,1
11297,L778123,ZOLINZA,NCIH23,13.3529404487,1
11298,L778123,BORTEZOMIB,NCIH23,-3.7971433103,2
11299,L778123,ETOPOSIDE,NCIH23,4.0293152018,2
11300,L778123,MK-8776,NCIH23,3.4588539009,2
11302,L778123,SN-38,NCIH23,11.1115413728,2
11303,L778123,SUNITINIB,NCIH23,3.7935851865,2
11304,L778123,DASATINIB,NCIH23,-58.2124507441,3
11305,L778123,DINACICLIB,NCIH23,4.7202209203,3
11306,L778123,LAPATINIB,NCIH23,19.4875110335,3
11307,L778123,MK-4827,NCIH23,0.7876139939,3
11308,L778123,VINORELBINE,NCIH23,-101.714417157,3
11309,L778123,MK-8669,NCIH23,25.1026210405,3
11310,L778123,GEMCITABINE,NCIH23,-9.9318127053,4
11311,L778123,SORAFENIB,NCIH23,7.0133976518,4
11312,L778123,AZD1775,NCIH23,6.715873906950001,4
11313,LAPATINIB,BORTEZOMIB,NCIH23,0.8032909009,0
11314,LAPATINIB,MK-8776,NCIH23,7.6717298398,0
11316,LAPATINIB,DASATINIB,NCIH23,2.4947876652,1
11317,LAPATINIB,PD325901,NCIH23,11.7687665564,1
11318,LAPATINIB,TOPOTECAN,NCIH23,23.1421914944,1
11319,LAPATINIB,ABT-888,NCIH23,4.8995940495,2
11320,LAPATINIB,MK-8669,NCIH23,6.2518080615,2
11321,LAPATINIB,MK-2206,NCIH23,-4.96655029045,2
11322,LAPATINIB,DINACICLIB,NCIH23,23.2569817846,3
11323,LAPATINIB,ERLOTINIB,NCIH23,-11.4432305308,3
11324,LAPATINIB,GELDANAMYCIN,NCIH23,-2.922766874,3
11325,LAPATINIB,MK-4827,NCIH23,-2.0820290316,3
11326,LAPATINIB,SN-38,NCIH23,58.0469712372,3
11327,LAPATINIB,SORAFENIB,NCIH23,3.851215666,3
11328,LAPATINIB,BEZ-235,NCIH23,19.2198842399,4
11329,LAPATINIB,MK-5108,NCIH23,8.9078993935,4
11330,METFORMIN,DASATINIB,NCIH23,-7.9339674207,0
11331,METFORMIN,ERLOTINIB,NCIH23,-10.739940384,0
11332,METFORMIN,L778123,NCIH23,6.4958394252,0
11333,METFORMIN,MK-8669,NCIH23,8.2571697862,0
11334,METFORMIN,MK-8776,NCIH23,7.5084843514,0
11335,METFORMIN,AZD1775,NCIH23,3.8630045841,1
11336,METFORMIN,PD325901,NCIH23,-12.9123521524,1
11337,METFORMIN,SUNITINIB,NCIH23,2.791097149,1
11338,METFORMIN,ABT-888,NCIH23,-3.1981154116,2
11339,METFORMIN,MK-4827,NCIH23,-1.6605294606,2
11340,METFORMIN,MK-5108,NCIH23,8.12611208,2
11341,METFORMIN,BEZ-235,NCIH23,6.7819622991,3
11342,METFORMIN,GELDANAMYCIN,NCIH23,-14.9430484286,3
11343,METFORMIN,LAPATINIB,NCIH23,-8.8344174656,3
11344,METFORMIN,SORAFENIB,NCIH23,7.3867288613,3
11346,METFORMIN,BORTEZOMIB,NCIH23,-7.733340214,4
11347,METFORMIN,DINACICLIB,NCIH23,14.0506991484,4
11348,METFORMIN,MK-2206,NCIH23,-1.2189477034,4
11349,METFORMIN,ZOLINZA,NCIH23,-5.7882440807,4
11350,METHOTREXATE,AZD1775,NCIH23,-17.9736509523,0
11351,METHOTREXATE,BEZ-235,NCIH23,-31.966717185,0
11352,METHOTREXATE,DINACICLIB,NCIH23,-13.6526537927,0
11353,METHOTREXATE,GELDANAMYCIN,NCIH23,-33.8437530598,0
11354,METHOTREXATE,LAPATINIB,NCIH23,-10.4686413161,0
11355,METHOTREXATE,MK-4827,NCIH23,-13.4266907841,0
11356,METHOTREXATE,MK-5108,NCIH23,-10.9847042524,0
11357,METHOTREXATE,MK-8669,NCIH23,-15.0071734927,0
11358,METHOTREXATE,SUNITINIB,NCIH23,-17.9349895379,0
11359,METHOTREXATE,ZOLINZA,NCIH23,-35.1269450816,0
11360,METHOTREXATE,MK-2206,NCIH23,-5.1762102331,1
11361,METHOTREXATE,MK-8776,NCIH23,-10.3582364979,1
11362,METHOTREXATE,BORTEZOMIB,NCIH23,-26.1459387112,2
11363,METHOTREXATE,ERLOTINIB,NCIH23,0.3980544616,2
11364,METHOTREXATE,L778123,NCIH23,-10.0078023235,2
11365,METHOTREXATE,ABT-888,NCIH23,-7.5641268573,3
11366,METHOTREXATE,SORAFENIB,NCIH23,-8.880486582,3
11368,METHOTREXATE,DASATINIB,NCIH23,-16.4257295497,4
11369,METHOTREXATE,PD325901,NCIH23,-7.4225612985,4
11390,MK-2206,TOPOTECAN,NCIH23,19.5472428456,0
11391,MK-2206,SN-38,NCIH23,11.39312061,1
11392,MK-2206,ERLOTINIB,NCIH23,28.340926888650003,1
11393,MK-2206,BEZ-235,NCIH23,42.7332920276,2
11394,MK-2206,MK-8669,NCIH23,22.920328167599997,2
11395,MK-2206,GELDANAMYCIN,NCIH23,-0.1246438499,3
11396,MK-2206,ABT-888,NCIH23,-1.1779942143,4
11397,MK-2206,BORTEZOMIB,NCIH23,-4.2615480931,4
11398,MK-2206,DASATINIB,NCIH23,38.7370785549,4
11399,MK-2206,DINACICLIB,NCIH23,12.9185982906,4
11400,MK-2206,MK-8776,NCIH23,14.3755371102,4
11402,MK-2206,PD325901,NCIH23,23.1838593152,4
11403,MK-2206,SORAFENIB,NCIH23,11.3442950281,4
11441,MK-4827,BEZ-235,NCIH23,-4.5279183017,0
11442,MK-4827,DINACICLIB,NCIH23,-12.9521422768,0
11444,MK-4827,BORTEZOMIB,NCIH23,-4.9512191816,1
11445,MK-4827,MK-2206,NCIH23,15.7699302156,1
11446,MK-4827,MK-8776,NCIH23,-4.7246296162,1
11447,MK-4827,DASATINIB,NCIH23,11.3384790081,2
11448,MK-4827,MK-8669,NCIH23,18.7636458611,2
11449,MK-4827,SN-38,NCIH23,17.08621800925,2
11450,MK-4827,GELDANAMYCIN,NCIH23,-14.190733859,3
11451,MK-4827,PD325901,NCIH23,-2.8394961705,3
11452,MK-4827,SORAFENIB,NCIH23,0.4358429335,3
11453,MK-4827,ABT-888,NCIH23,-8.9937074133,4
11454,MK-4827,ERLOTINIB,NCIH23,-6.6302284167,4
11455,MK-4827,TOPOTECAN,NCIH23,9.1257204241,4
11456,MK-5108,MK-8776,NCIH23,10.0364630956,0
11457,MK-5108,ABT-888,NCIH23,5.150428105,1
11458,MK-5108,BEZ-235,NCIH23,7.3946284641,1
11459,MK-5108,DASATINIB,NCIH23,16.1115432581,1
11460,MK-5108,ERLOTINIB,NCIH23,12.0950924648,1
11461,MK-5108,GELDANAMYCIN,NCIH23,2.1668750184,1
11462,MK-5108,SN-38,NCIH23,11.8908155494,1
11463,MK-5108,SORAFENIB,NCIH23,5.4646541303,1
11464,MK-5108,BORTEZOMIB,NCIH23,-0.3525336791,2
11465,MK-5108,PD325901,NCIH23,21.1288120569,2
11466,MK-5108,DINACICLIB,NCIH23,-6.9645430839,3
11467,MK-5108,MK-2206,NCIH23,13.7172872062,3
11468,MK-5108,MK-4827,NCIH23,17.3490237632,3
11469,MK-5108,MK-8669,NCIH23,14.2516865852,3
11471,MK-5108,TOPOTECAN,NCIH23,16.5935333667,3
11473,MK-8669,MK-8776,NCIH23,28.3588046091,2
11474,MK-8669,TOPOTECAN,NCIH23,4.3947735327,2
11475,MK-8669,BEZ-235,NCIH23,64.7902497213,3
11476,MK-8669,DINACICLIB,NCIH23,12.5057813222,3
11477,MK-8669,SN-38,NCIH23,6.2939536212,3
11478,MK-8669,GELDANAMYCIN,NCIH23,0.6901130443,4
11479,MK-8669,SORAFENIB,NCIH23,21.4886477911,4
11519,PACLITAXEL,ABT-888,NCIH23,-10.7449821663,0
11520,PACLITAXEL,DASATINIB,NCIH23,6.4905232117,0
11521,PACLITAXEL,L778123,NCIH23,8.2916623666,0
11522,PACLITAXEL,MK-8776,NCIH23,-4.2528115457,0
11523,PACLITAXEL,SUNITINIB,NCIH23,-6.7324989187,0
11524,PACLITAXEL,LAPATINIB,NCIH23,-0.1943773332,1
11525,PACLITAXEL,MK-5108,NCIH23,1.9418073249,1
11526,PACLITAXEL,GELDANAMYCIN,NCIH23,-20.0373584928,2
11527,PACLITAXEL,MK-2206,NCIH23,16.3002549124,2
11528,PACLITAXEL,MK-4827,NCIH23,-13.9374124144,2
11529,PACLITAXEL,BEZ-235,NCIH23,-12.3547714204,3
11531,PACLITAXEL,ZOLINZA,NCIH23,-25.8658195796,3
11532,PACLITAXEL,AZD1775,NCIH23,-3.2490163543,4
11533,PACLITAXEL,BORTEZOMIB,NCIH23,-20.1014553182,4
11534,PACLITAXEL,DINACICLIB,NCIH23,-16.9000021483,4
11535,PACLITAXEL,ERLOTINIB,NCIH23,-1.6292924816,4
11536,PACLITAXEL,MK-8669,NCIH23,11.9652114714,4
11537,PACLITAXEL,PD325901,NCIH23,9.0906159749,4
11538,PACLITAXEL,SORAFENIB,NCIH23,-3.5141508955,4
11539,PD325901,DINACICLIB,NCIH23,6.1513018675,0
11541,PD325901,SORAFENIB,NCIH23,25.5054373894,0
11542,PD325901,MK-8669,NCIH23,51.7427355854,1
11543,PD325901,ABT-888,NCIH23,-12.5273231817,2
11544,PD325901,BEZ-235,NCIH23,34.1893304853,2
11545,PD325901,GELDANAMYCIN,NCIH23,8.7129216824,2
11546,PD325901,MK-8776,NCIH23,5.5516698181,2
11547,PD325901,SN-38,NCIH23,-5.5734499879,2
11548,PD325901,TOPOTECAN,NCIH23,8.386385426,2
11549,PD325901,DASATINIB,NCIH23,74.7879820008,3
11550,PD325901,BORTEZOMIB,NCIH23,-0.5243681664,4
11551,SN-38,DINACICLIB,NCIH23,-4.5503224106,0
11552,SN-38,MK-8776,NCIH23,2.772672766,0
11553,SN-38,SORAFENIB,NCIH23,13.9833630264,2
11554,SORAFENIB,DINACICLIB,NCIH23,-0.0200538885,1
11555,SORAFENIB,MK-8776,NCIH23,-6.9110911926,4
11556,SUNITINIB,DINACICLIB,NCIH23,4.7758883603,0
11557,SUNITINIB,MK-5108,NCIH23,-7.5210247769,0
11558,SUNITINIB,BEZ-235,NCIH23,10.8000178461,1
11559,SUNITINIB,DASATINIB,NCIH23,28.3264580105,1
11560,SUNITINIB,MK-4827,NCIH23,-4.2577979515,1
11561,SUNITINIB,SN-38,NCIH23,7.3444623911,1
11562,SUNITINIB,AZD1775,NCIH23,-11.3925238862,2
11563,SUNITINIB,ERLOTINIB,NCIH23,6.8955082299,2
11564,SUNITINIB,MK-8776,NCIH23,-7.6008247917,2
11566,SUNITINIB,TOPOTECAN,NCIH23,-12.0647984776,2
11567,SUNITINIB,MK-2206,NCIH23,6.39836558045,2
11568,SUNITINIB,GELDANAMYCIN,NCIH23,-6.5569249974,3
11569,SUNITINIB,LAPATINIB,NCIH23,1.4423768043,3
11571,SUNITINIB,SORAFENIB,NCIH23,-3.9497159636,3
11572,SUNITINIB,ABT-888,NCIH23,3.5210400083,4
11573,SUNITINIB,BORTEZOMIB,NCIH23,-11.4271489739,4
11574,SUNITINIB,MK-8669,NCIH23,30.9917067672,4
11575,SUNITINIB,PD325901,NCIH23,11.6713353217,4
11595,TOPOTECAN,BEZ-235,NCIH23,1.7932752121,1
11596,TOPOTECAN,DINACICLIB,NCIH23,-16.7504526103,2
11597,TOPOTECAN,SORAFENIB,NCIH23,-2.9862731095,2
11598,TOPOTECAN,MK-8776,NCIH23,15.3194995919,4
11599,VINBLASTINE,DASATINIB,NCIH23,-6.9217673383,0
11600,VINBLASTINE,DINACICLIB,NCIH23,-31.1945803055,0
11601,VINBLASTINE,MK-2206,NCIH23,-7.1847614605,0
11602,VINBLASTINE,MK-8669,NCIH23,-5.4776108399,0
11603,VINBLASTINE,MK-8776,NCIH23,-21.1912668208,0
11604,VINBLASTINE,AZD1775,NCIH23,-20.9326317623,1
11605,VINBLASTINE,BORTEZOMIB,NCIH23,-30.3307049469,1
11606,VINBLASTINE,GELDANAMYCIN,NCIH23,-24.9105824636,1
11607,VINBLASTINE,SORAFENIB,NCIH23,1.1416884878,1
11608,VINBLASTINE,ZOLINZA,NCIH23,-38.5721339322,1
11609,VINBLASTINE,BEZ-235,NCIH23,-2.3786676411,2
11610,VINBLASTINE,L778123,NCIH23,22.6053537829,2
11611,VINBLASTINE,MK-5108,NCIH23,1.7503335885,2
11612,VINBLASTINE,SUNITINIB,NCIH23,-18.8631606254,2
11613,VINBLASTINE,ABT-888,NCIH23,-34.8929657209,3
11614,VINBLASTINE,ERLOTINIB,NCIH23,14.0236434069,3
11616,VINBLASTINE,LAPATINIB,NCIH23,-10.5428103985,4
11617,VINBLASTINE,MK-4827,NCIH23,-26.1563480333,4
11618,VINBLASTINE,PD325901,NCIH23,-7.629639583,4
11619,VINORELBINE,MK-2206,NCIH23,6.6118511582,0
11621,VINORELBINE,ERLOTINIB,NCIH23,5.7923068419,1
11622,VINORELBINE,LAPATINIB,NCIH23,0.5820527198,1
11623,VINORELBINE,MK-8776,NCIH23,0.8843739527,1
11624,VINORELBINE,PD325901,NCIH23,-177.6700632324,1
11625,VINORELBINE,SORAFENIB,NCIH23,-9.2765500554,1
11626,VINORELBINE,ZOLINZA,NCIH23,-40.5393372555,1
11627,VINORELBINE,DASATINIB,NCIH23,4.4401509656,2
11628,VINORELBINE,DINACICLIB,NCIH23,-16.2609857724,2
11629,VINORELBINE,GELDANAMYCIN,NCIH23,-277.8941379112,2
11630,VINORELBINE,SUNITINIB,NCIH23,-6.6574514717,2
11631,VINORELBINE,ABT-888,NCIH23,-99.7060111901,3
11632,VINORELBINE,BORTEZOMIB,NCIH23,-257.7597110447,3
11633,VINORELBINE,MK-5108,NCIH23,-14.3339426993,3
11634,VINORELBINE,MK-8669,NCIH23,-3.8078441176,3
11635,VINORELBINE,AZD1775,NCIH23,-19.1533280078,4
11636,VINORELBINE,BEZ-235,NCIH23,-212.4597871553,4
11637,VINORELBINE,MK-4827,NCIH23,-25.9719827303,4
11638,ZOLINZA,DINACICLIB,NCIH23,-34.8953456114,0
11639,ZOLINZA,MK-5108,NCIH23,-14.3815758266,0
11640,ZOLINZA,MK-8669,NCIH23,1.7159545954,0
11641,ZOLINZA,SN-38,NCIH23,-14.8380303653,0
11642,ZOLINZA,SORAFENIB,NCIH23,-13.9234373117,0
11643,ZOLINZA,BEZ-235,NCIH23,-3.6033990489,1
11644,ZOLINZA,MK-4827,NCIH23,-16.7498305667,1
11645,ZOLINZA,MK-8776,NCIH23,13.3045797832,1
11646,ZOLINZA,ABT-888,NCIH23,1.3847611408,2
11647,ZOLINZA,GELDANAMYCIN,NCIH23,-47.9587244269,2
11648,ZOLINZA,GEMCITABINE,NCIH23,1.7073623192,2
11649,ZOLINZA,LAPATINIB,NCIH23,-15.5331423703,2
11650,ZOLINZA,PD325901,NCIH23,-31.2709968592,2
11652,ZOLINZA,TOPOTECAN,NCIH23,-1.0349204741,2
11653,ZOLINZA,DASATINIB,NCIH23,-2.1679243106,3
11655,ZOLINZA,SUNITINIB,NCIH23,-16.7195238609,3
11656,ZOLINZA,AZD1775,NCIH23,10.3411257706,4
11657,ZOLINZA,BORTEZOMIB,NCIH23,-19.2825763909,4
11658,ZOLINZA,ERLOTINIB,NCIH23,-17.0166438069,4
11659,ZOLINZA,MK-2206,NCIH23,-8.4684992005,4
11660,5-FU,DINACICLIB,NCIH460,-7.4209805584,0
11661,5-FU,MK-8669,NCIH460,5.0187908405,0
11662,5-FU,PD325901,NCIH460,16.3321845736,0
11664,5-FU,AZD1775,NCIH460,13.5826976918,1
11665,5-FU,BEZ-235,NCIH460,20.1004137353,1
11666,5-FU,DASATINIB,NCIH460,21.6687261012,1
11667,5-FU,L778123,NCIH460,-0.5617591171,1
11668,5-FU,LAPATINIB,NCIH460,-2.0350125809,1
11669,5-FU,ABT-888,NCIH460,-6.6119479166,2
11670,5-FU,BORTEZOMIB,NCIH460,-18.9981302614,2
11671,5-FU,MK-2206,NCIH460,16.5835935756,2
11672,5-FU,MK-5108,NCIH460,-5.6594807782,2
11673,5-FU,SORAFENIB,NCIH460,-0.8956375394,2
11674,5-FU,ZOLINZA,NCIH460,7.0572183289,2
11675,5-FU,ERLOTINIB,NCIH460,17.2248469758,3
11676,5-FU,MK-4827,NCIH460,-2.8604770301,3
11677,5-FU,SUNITINIB,NCIH460,7.1293241074,3
11678,5-FU,GELDANAMYCIN,NCIH460,-2.4468045136,4
11679,5-FU,MK-8776,NCIH460,24.8460568521,4
11680,ABT-888,SN-38,NCIH460,22.6030362318,0
11681,ABT-888,MK-8669,NCIH460,-7.2578952444,1
11682,ABT-888,SORAFENIB,NCIH460,11.6129978832,1
11683,ABT-888,TOPOTECAN,NCIH460,-35.5582435714,1
11684,ABT-888,BEZ-235,NCIH460,18.1007010567,3
11685,ABT-888,GELDANAMYCIN,NCIH460,-2.126961774,3
11686,ABT-888,DINACICLIB,NCIH460,5.614266479,4
11687,ABT-888,MK-8776,NCIH460,-0.2963538419,4
11689,AZD1775,DINACICLIB,NCIH460,-3.5452867485,0
11690,AZD1775,MK-5108,NCIH460,-2.6493767118,0
11691,AZD1775,SN-38,NCIH460,-2.3728896032,0
11692,AZD1775,GELDANAMYCIN,NCIH460,-5.186641338,1
11693,AZD1775,MK-4827,NCIH460,5.5335370321,1
11695,AZD1775,SORAFENIB,NCIH460,8.3346015802,1
11696,AZD1775,ABT-888,NCIH460,-6.6040385634,2
11697,AZD1775,BORTEZOMIB,NCIH460,6.749716946,2
11698,AZD1775,DASATINIB,NCIH460,24.6754330932,3
11699,AZD1775,ERLOTINIB,NCIH460,-1.1293194678,3
11700,AZD1775,LAPATINIB,NCIH460,-4.8673204283,3
11701,AZD1775,MK-8776,NCIH460,33.9435019718,3
11702,AZD1775,TOPOTECAN,NCIH460,-17.0696513722,3
11703,AZD1775,BEZ-235,NCIH460,38.2132515673,4
11704,AZD1775,MK-2206,NCIH460,10.1674800842,4
11705,AZD1775,MK-8669,NCIH460,18.2320070898,4
11706,AZD1775,PD325901,NCIH460,8.6831324508,4
11707,BEZ-235,DINACICLIB,NCIH460,16.8412469044,0
11708,BEZ-235,SORAFENIB,NCIH460,10.1746724208,1
11709,BEZ-235,MK-8776,NCIH460,41.2719938094,2
11711,BEZ-235,SN-38,NCIH460,39.22686474,4
11712,BORTEZOMIB,DINACICLIB,NCIH460,-24.291652934,1
11713,BORTEZOMIB,MK-8669,NCIH460,6.3186633134,1
11714,BORTEZOMIB,SORAFENIB,NCIH460,-5.46597089,1
11715,BORTEZOMIB,ABT-888,NCIH460,8.9811621356,2
11716,BORTEZOMIB,BEZ-235,NCIH460,21.6708990661,2
11717,BORTEZOMIB,DASATINIB,NCIH460,36.829351125,2
11719,BORTEZOMIB,SN-38,NCIH460,12.9078169749,2
11720,BORTEZOMIB,MK-8776,NCIH460,4.4023086107,3
11721,BORTEZOMIB,TOPOTECAN,NCIH460,-33.8197498256,3
11722,BORTEZOMIB,GELDANAMYCIN,NCIH460,-19.4072736212,4
11743,CYCLOPHOSPHAMIDE,ABT-888,NCIH460,17.4341120214,0
11744,CYCLOPHOSPHAMIDE,AZD1775,NCIH460,0.6393988283,0
11745,CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH460,14.88718391,0
11746,CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH460,-8.7229038303,0
11747,CYCLOPHOSPHAMIDE,GELDANAMYCIN,NCIH460,3.6864006466,0
11748,CYCLOPHOSPHAMIDE,PD325901,NCIH460,-3.4657090854,0
11749,CYCLOPHOSPHAMIDE,BEZ-235,NCIH460,15.7791139211,1
11750,CYCLOPHOSPHAMIDE,DASATINIB,NCIH460,-3.312764954,1
11751,CYCLOPHOSPHAMIDE,DINACICLIB,NCIH460,10.0035713913,1
11752,CYCLOPHOSPHAMIDE,SORAFENIB,NCIH460,9.2603479866,1
11753,CYCLOPHOSPHAMIDE,MK-8669,NCIH460,10.9519185568,2
11754,CYCLOPHOSPHAMIDE,SUNITINIB,NCIH460,3.1075656979,2
11755,CYCLOPHOSPHAMIDE,L778123,NCIH460,-1.217739434,3
